시설물명,시설물구분,시설물종류,준공일,종별,위치,차기점검진단일,등급,최종점검진단일
광주송정역사,건축물,철도역시설,20161230,2종,광주광역시 광산구 상무대로,20201230,양호,20170620
월계역,건축물,철도역시설,20151231,2종,서울특별시 노원구 월계로53길,20191231,양호,20170516
서울지하철 9호선 916공구(삼성중앙역),건축물,철도역시설,20151231,2종,서울특별시 강남구 봉은사로,20191231,양호,20170527
신도림역,건축물,철도역시설,20150612,2종,서울특별시 구로구 경인로,20190612,양호,20170531
서울지하철 9호선 915공구(언주역),건축물,철도역시설,20151218,2종,서울특별시 강남구 봉은사로,20191218,양호,20170527
관곡교,교량,도로교량,20150430,1종,경기도 시흥시 하중동,20180430,양호,20170623
화명IC (RAMP-C),교량,도로교량,20180930,2종,부산광역시 북구 화명동,20200125,,
화명IC (RAMP-F),교량,도로교량,20180930,1종,부산광역시 북구 화명동,20200125,,
해남1교,교량,도로교량,20161230,2종,충청남도 청양군 정산면 해남리,20191230,양호,20170404
동대4교,교량,도로교량,20161230,2종,충청남도 공주시 우성면 단지리,20191230,양호,20170404
덕천교,교량,도로교량,20170627,1종,경상남도 하동군 금남면 대송리,20200627,,
대치천교(상행),교량,도로교량,20161231,1종,충청남도 청양군 대치면 탄정리,20191231,양호,20170404
대박2교,교량,도로교량,20161230,1종,충청남도 청양군 정산면 대박리,20191230,양호,20170404
도일고가교,교량,도로교량,20080101,2종,경기도 시흥시 거모동,20190401,B등급,20170401
영동천교,교량,도로교량,20170308,2종,충청북도 영동군 영동읍 부용리,20200308,,
갈산1교,교량,도로교량,20161231,1종,세종특별자치시  부강면 갈산리,20191231,양호,20170628
부용 2교,교량,도로교량,19700101,2종,전라남도 보성군 벌교읍 회정리,20190417,C등급,20170417
대박1교,교량,도로교량,20161230,2종,충청남도 청양군 정산면 대박리,20191230,양호,20170404
시전1교(하행),교량,도로교량,20161231,2종,충청남도 청양군 대치면 시전리,20191231,양호,20170404
아천IC Ramp-L,교량,도로교량,20161215,2종,경기도 구리시 아천동,20191215,양호,20170622
동대2교,교량,도로교량,20161230,1종,충청남도 공주시 우성면 대성리,20191230,양호,20170404
이화4교(상행),교량,도로교량,20161231,2종,충청남도 청양군 대치면 이화리,20191231,양호,20170404
암사IC Ramp-H,교량,도로교량,20161215,1종,서울특별시 강동구 암사동,20191215,양호,20170630
GSE 교량,교량,도로교량,20161230,2종,인천광역시 중구 운서동,20191230,양호,20170624
길안천교(영덕),교량,도로교량,20161219,1종,경상북도 안동시 길안면,20191219,양호,20170531
계수육교,교량,도로교량,20150430,2종,경기도 시흥시 계수동,20180430,양호,20170623
고현3교,교량,도로교량,20150331,2종,경상남도 거제시 고현동,20180331,양호,20170623
포항교,교량,도로교량,20091119,2종,충청남도 홍성군 은하면 장척리,20190403,B등급,20170403
암사대교 본선,교량,도로교량,20161215,1종,경기도 구리시 아천동,20191215,,
미천교(영덕),교량,도로교량,20161222,2종,경상북도 의성군 점곡면 동변리,20191222,양호,20170531
옥림교(상행),교량,도로교량,20161231,1종,경상남도 거제시 일운면 옥림리,20191231,양호,20170623
신우명교,교량,도로교량,20161206,2종,대전광역시 서구 우명동,20191206,양호,20170630
방월교(하),교량,도로교량,20170309,2종,경상남도 남해군 고현면 대사리,20200309,,
방월교,교량,도로교량,20170309,2종,경상남도 남해군 고현면 대사리,20200309,양호,20170623
전천교,교량,도로교량,19911231,2종,강원도 횡성군 횡성읍 횡성로,20190428,B등급,20170428
대치천교(하행),교량,도로교량,20161231,1종,충청남도 청양군 대치면 탄정리,20191231,양호,20170404
아암3교,교량,도로교량,20170321,1종,인천광역시 중구 신흥동3가,20200321,,
동연교(청북방향),교량,도로교량,20161231,2종,경기도 평택시 청북면 어연리,20191231,양호,20170531
이화5교(상행),교량,도로교량,20161231,2종,충청남도 청양군 대치면 이화리,20191231,양호,20170404
영로대교,교량,도로교량,20170630,1종,경기도 포천시 창수면 운산리,20200630,,
마수교,교량,도로교량,20170610,2종,전라북도 완주군 소양면 황운리,20200610,양호,20170630
화명IC (RAMP-A),교량,도로교량,20180930,1종,부산광역시 북구 화명동,20200125,,
화명IC (RAMP-E),교량,도로교량,20180930,1종,부산광역시 북구 화명동,20200125,,
석모대교,교량,도로교량,20170628,1종,인천광역시 강화군 삼산면 석모리,20200628,,
미기교,교량,도로교량,20170302,1종,강원도 인제군 상남면 하남리,20200302,,
봉남교(용인방향),교량,도로교량,20170203,2종,경기도 평택시 진위면 견산리,20200203,,
매천교(상),교량,도로교량,20170308,2종,충청북도 영동군 영동읍 매천리,20200308,,
강양교,교량,도로교량,20170628,2종,경상남도 합천군 합천읍 합천리,20200628,양호,20170630
화명IC (RAMP-D),교량,도로교량,20180930,2종,부산광역시 북구 화명동,20200125,,
아천IC Ramp-K,교량,도로교량,20161215,2종,경기도 구리시 아천동,20191215,양호,20170622
마금교,교량,도로교량,20020501,2종,경상북도 영덕군 지품면,20190721,C등급,20170721
봉남교(오산방향),교량,도로교량,20170203,2종,경기도 평택시 진위면 견산리,20200203,,
이화5교(하행),교량,도로교량,20161231,2종,충청남도 청양군 대치면 이화리,20191231,양호,20170404
팔성교,교량,도로교량,20070805,2종,충청북도 음성군 생극면 신양리,20100805,,
연성교,교량,도로교량,20150430,1종,경기도 시흥시 하중동,20180430,양호,20170623
송곡교,교량,도로교량,20170524,2종,경상북도 고령군 다산면,20200524,,
대야육교,교량,도로교량,20150430,1종,경기도 시흥시 계수동,20180430,양호,20170623
집현IC R-D1교,교량,도로교량,20150331,1종,경상남도 진주시 집현면 봉강리,20180331,양호,20170623
신천고가교,교량,도로교량,19950101,2종,경기도 시흥시 신천동,20190401,C등급,20170401
대회산교,교량,도로교량,20170630,1종,경기도 포천시 영북면 대회산리,20200630,,
용담교,교량,도로교량,20170630,1종,경기도 포천시 영북면 자일리,20200630,,
부용 1교,교량,도로교량,19881001,2종,전라남도 보성군 벌교읍 회정리,19970603,,
(구)도곡교,교량,도로교량,19370101,2종,경상북도 영덕군 축산면,20170612,C등급,20150612
중리2교,교량,도로교량,20170630,2종,경기도 포천시 창수면 운산리,20200630,,
아천IC Ramp-G,교량,도로교량,20161215,1종,경기도 구리시 아천동,20191215,양호,20170622
왕숙천2교,교량,도로교량,20000630,2종,경기도 남양주시 도농동,20190701,C등급,20170701
